scientific_name,common_name,status,kingdom,class,act,nsw,nt,qld,sa,tas,vic,wa,group
Pimelea venosa,Bolivia Hill Rice-flower,Endangered,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Pittosporum bracteolatum,Oleander,Vulnerable,Plantae,Magnoliopsida,0,0,0,0,0,0,0,0,Plants
Pittosporum kororoense,Big Banana Pittosporum,Critically Endangered,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Pityrodia augustensis,Mt Augustus Foxglove,Vulnerable,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Pityrodia scabra subsp. scabra,-,Endangered,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Pityrodia sp. Marble Bar (G.Woodman & D.Coultas GWDC Opp 4),-,Endangered,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Placostylus bivaricosus,"Lord Howe Flax Snail, Lord Howe Placostylus",Endangered,Animalia,Gastropoda,0,1,0,0,0,0,0,0,Invertebrates
Planchonella costata,Bastard Ironwood,Endangered,Plantae,Magnoliopsida,0,0,0,0,0,0,0,0,Plants
Planchonella eerwah,"Shiny-leaved Condoo, Black Plum, Wild Apple",Endangered,Plantae,Magnoliopsida,0,0,0,1,0,0,0,0,Plants
Platycercus caledonicus brownii,Green Rosella (King Island),Vulnerable,Animalia,Aves,0,0,0,0,0,1,0,0,Birds
Platycercus elegans melanopterus,Kangaroo Island Crimson Rosella,Vulnerable,Animalia,Aves,0,0,0,0,1,0,0,0,Birds
Plectranthus gratus,-,Vulnerable,Plantae,Magnoliopsida,0,0,0,1,0,0,0,0,Plants
Plectranthus habrophyllus,-,Endangered,Plantae,Magnoliopsida,0,0,0,1,0,0,0,0,Plants
Plectranthus leiperi,-,Vulnerable,Plantae,Magnoliopsida,0,0,0,1,0,0,0,0,Plants
Plectranthus nitidus,"Nightcap Plectranthus, Silver Plectranthus",Endangered,Plantae,Magnoliopsida,0,1,0,1,0,0,0,0,Plants
Plectranthus omissus,-,Endangered,Plantae,Magnoliopsida,0,0,0,1,0,0,0,0,Plants
Plectranthus torrenticola,-,Endangered,Plantae,Magnoliopsida,0,0,0,1,0,0,0,0,Plants
Plesioneuron tuberculatum,-,Endangered,Plantae,Polypodiatae,0,0,0,1,0,0,0,0,Plants
Pleuropappus phyllocalymmeus,Silver Candles,Vulnerable,Plantae,Magnoliopsida,0,0,0,0,1,0,0,0,Plants
Plinthanthesis rodwayi,Budawangs Wallaby-grass,Critically Endangered,Plantae,Liliopsida,0,1,0,0,0,0,0,0,Plants
Pluvialis squatarola,Grey Plover,Vulnerable,Animalia,Aves,0,1,1,1,1,1,1,1,Birds
Pneumatopteris truncata,fern,Critically Endangered,Plantae,Polypodiatae,0,0,0,0,0,0,0,0,Plants
Poa sallacustris,Salt-lake Tussock-grass,Vulnerable,Plantae,Liliopsida,0,0,0,0,0,0,1,0,Plants
Poephila cincta cincta,Southern Black-throated Finch,Endangered,Animalia,Aves,0,1,0,1,0,0,0,0,Birds
Polianthion minutiflorum,-,Vulnerable,Plantae,Magnoliopsida,0,0,0,1,0,0,0,0,Plants
Polyphlebium endlicherianum,Middle Filmy Fern,Endangered,Plantae,Polypodiatae,0,0,0,1,0,0,0,0,Plants
Polyscias bellendenkerensis,-,Vulnerable,Plantae,Magnoliopsida,0,0,0,1,0,0,0,0,Plants
Polystichum moorei,Rock Shield Fern,Endangered,Plantae,Polypodiatae,0,1,0,0,0,0,0,0,Plants
Polytelis alexandrae,"Princess Parrot, Alexandra's Parrot",Vulnerable,Animalia,Aves,0,0,1,0,1,0,0,1,Birds
Polytelis anthopeplus monarchoides,Regent Parrot (eastern),Vulnerable,Animalia,Aves,0,1,0,0,1,0,1,0,Birds
Polytelis swainsonii,Superb Parrot,Vulnerable,Animalia,Aves,1,1,0,0,0,0,1,0,Birds
Pomaderris brunnea,"Rufous Pomaderris, Brown Pomaderris",Vulnerable,Plantae,Magnoliopsida,0,1,0,0,0,0,1,0,Plants
Pomaderris clivicola,-,Vulnerable,Plantae,Magnoliopsida,0,0,0,1,0,0,0,0,Plants
Pomaderris cocoparrana,-,Endangered,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Pomaderris cotoneaster,Cotoneaster Pomaderris,Endangered,Plantae,Magnoliopsida,0,1,0,0,0,0,1,0,Plants
Pomaderris delicata,-,Critically Endangered,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Pomaderris gilmourii var. cana,Grey Deua Pomaderris,Critically Endangered,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Pomaderris gilmourii var. gilmourii,-,Endangered,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Pomaderris halmaturina subsp. halmaturina,Kangaroo Island Pomaderris,Vulnerable,Plantae,Magnoliopsida,0,0,0,0,1,0,0,0,Plants
Pomaderris pallida,Pale Pomaderris,Vulnerable,Plantae,Magnoliopsida,1,1,0,0,0,0,0,0,Plants
Pomaderris parrisiae,Parris' Pomaderris,Vulnerable,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Pomaderris pilifera subsp. talpicutica,Moleskin Dogwood,Vulnerable,Plantae,Magnoliopsida,0,0,0,0,0,1,0,0,Plants
Pomaderris reperta,Denman Pomaderris,Critically Endangered,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Pomaderris sericea,Bent Pomaderris,Critically Endangered,Plantae,Magnoliopsida,0,1,0,0,0,0,1,0,Plants
Pomaderris subplicata,Concave Pomaderris,Vulnerable,Plantae,Magnoliopsida,0,0,0,0,0,0,1,0,Plants
Pomaderris vacciniifolia,Round-leaf Pomaderris,Critically Endangered,Plantae,Magnoliopsida,0,0,0,0,0,0,1,0,Plants
Pomaderris walshii,Carrington Falls Pomaderris,Critically Endangered,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Pommerhelix duralensis,Dural Land Snail,Endangered,Animalia,Gastropoda,0,1,0,0,0,0,0,0,Invertebrates
Poranthera petalifera,Mountain Poranthera,Vulnerable,Plantae,Magnoliopsida,0,0,0,0,0,1,0,0,Plants
Potorous gilbertii,"Gilbert's Potoroo, Ngilkat",Critically Endangered,Animalia,Mammalia,0,0,0,0,0,0,0,1,Mammals
Potorous longipes,Long-footed Potoroo,Endangered,Animalia,Mammalia,0,1,0,0,0,0,1,0,Mammals
Potorous tridactylus tridactylus,Long-nosed Potoroo (northern),Vulnerable,Animalia,Mammalia,0,1,0,1,0,0,0,0,Mammals
Potorous tridactylus trisulcatus,Long-nosed Potoroo (southern mainland),Vulnerable,Animalia,Mammalia,0,1,0,0,1,0,1,0,Mammals
Prasophyllum affine,Jervis Bay Leek Orchid,Endangered,Plantae,Liliopsida,0,1,0,0,0,0,0,0,Plants
Prasophyllum amoenum,Dainty Leek-orchid,Endangered,Plantae,Liliopsida,0,0,0,0,0,1,0,0,Plants
Prasophyllum apoxychilum,Tapered Leek-orchid,Endangered,Plantae,Liliopsida,0,0,0,0,0,1,0,0,Plants
Prasophyllum atratum,Three Hummock Leek-orchid,Critically Endangered,Plantae,Liliopsida,0,0,0,0,0,1,0,0,Plants
Prasophyllum bagoense,Bago Leek-orchid,Critically Endangered,Plantae,Liliopsida,0,1,0,0,0,0,0,0,Plants
Prasophyllum castaneum,Chestnut Leek-orchid,Critically Endangered,Plantae,Liliopsida,0,0,0,0,0,1,0,0,Plants
Prasophyllum colemaniae,Lilac Leek-orchid,Vulnerable,Plantae,Liliopsida,0,0,0,0,0,0,1,0,Plants
Prasophyllum correctum,Gaping Leek-orchid,Endangered,Plantae,Liliopsida,0,0,0,0,0,0,1,0,Plants
Prasophyllum crebriflorum,Crowded Leek-Orchid,Endangered,Plantae,Liliopsida,0,0,0,0,0,1,0,0,Plants
Prasophyllum diversiflorum,Gorae Leek-orchid,Endangered,Plantae,Liliopsida,0,0,0,0,0,0,1,0,Plants
Prasophyllum favonium,Western Leek-orchid,Critically Endangered,Plantae,Liliopsida,0,0,0,0,0,1,0,0,Plants
Prasophyllum frenchii,"Maroon Leek-orchid, Slaty Leek-orchid, Stout Leek-orchid, French's Leek-orchid, Swamp Leek-orchid",Endangered,Plantae,Liliopsida,0,0,0,0,1,0,1,0,Plants
Prasophyllum fuscum,"Tawny Leek-orchid, Slaty Leek-orchid",Vulnerable,Plantae,Liliopsida,0,1,0,0,0,0,0,0,Plants
Prasophyllum goldsackii,Goldsack's Leek-orchid,Endangered,Plantae,Liliopsida,0,0,0,0,1,0,0,0,Plants
Prasophyllum incorrectum,Golfers Leek-orchid,Critically Endangered,Plantae,Liliopsida,0,0,0,0,0,1,0,0,Plants
Prasophyllum innubum,Brandy Marys Leek-orchid,Critically Endangered,Plantae,Liliopsida,0,1,0,0,0,0,0,0,Plants
Prasophyllum keltonii,Kelton's Leek-orchid,Critically Endangered,Plantae,Liliopsida,0,1,0,0,0,0,0,0,Plants
Prasophyllum laxum,Lax Leek Orchid,Critically Endangered,Plantae,Liliopsida,0,0,0,0,1,0,0,0,Plants
Prasophyllum limnetes,Marsh Leek-orchid,Critically Endangered,Plantae,Liliopsida,0,0,0,0,0,1,0,0,Plants
Prasophyllum littorale,Coastal Leek Orchid,Critically Endangered,Plantae,Liliopsida,0,0,0,0,1,0,1,0,Plants
Prasophyllum milfordense,Milford Leek-orchid,Critically Endangered,Plantae,Liliopsida,0,0,0,0,0,1,0,0,Plants
Prasophyllum morganii,"Mignonette Leek-orchid, Cobungra Leek-orchid, Dense Leek-orchid",Vulnerable,Plantae,Liliopsida,0,1,0,0,0,0,1,0,Plants
Prasophyllum murfetii,Fleurieu Leek Orchid,Critically Endangered,Plantae,Liliopsida,0,0,0,0,1,0,0,0,Plants
Prasophyllum olidum,Pungent Leek-orchid,Critically Endangered,Plantae,Liliopsida,0,0,0,0,0,1,0,0,Plants
Prasophyllum pallidum,Pale Leek-orchid,Vulnerable,Plantae,Liliopsida,0,0,0,0,1,0,1,0,Plants
Prasophyllum perangustum,Knocklofty Leek-orchid,Critically Endangered,Plantae,Liliopsida,0,0,0,0,0,1,0,0,Plants
Prasophyllum petilum,Tarengo Leek Orchid,Endangered,Plantae,Liliopsida,1,1,0,0,0,0,0,0,Plants
Prasophyllum pruinosum,Plum Leek-orchid,Endangered,Plantae,Liliopsida,0,0,0,0,1,0,0,0,Plants
Prasophyllum pulchellum,Pretty Leek-orchid,Critically Endangered,Plantae,Liliopsida,0,0,0,0,0,1,0,0,Plants
Prasophyllum robustum,Robust Leek-orchid,Critically Endangered,Plantae,Liliopsida,0,0,0,0,0,1,0,0,Plants
Prasophyllum secutum,Northern Leek-orchid,Endangered,Plantae,Liliopsida,0,0,0,0,0,1,0,0,Plants
Prasophyllum sp. Wybong (C.Phelps ORG 5269),a leek-orchid,Critically Endangered,Plantae,Liliopsida,0,1,0,0,0,0,0,0,Plants
Prasophyllum spicatum,Dense Leek-orchid,Vulnerable,Plantae,Liliopsida,0,0,0,0,1,0,1,0,Plants
Prasophyllum stellatum,Ben Lomond Leek-orchid,Critically Endangered,Plantae,Liliopsida,0,0,0,0,0,1,0,0,Plants
Prasophyllum suaveolens,Fragrant Leek-orchid,Endangered,Plantae,Liliopsida,0,0,0,0,0,0,1,0,Plants
Prasophyllum subbisectum,Pomonal Leek-orchid,Endangered,Plantae,Liliopsida,0,0,0,0,0,0,1,0,Plants
Prasophyllum taphanyx,Graveside Leek-orchid,Critically Endangered,Plantae,Liliopsida,0,0,0,0,0,1,0,0,Plants
Prasophyllum tunbridgense,Tunbridge Leek-orchid,Endangered,Plantae,Liliopsida,0,0,0,0,0,1,0,0,Plants
Prasophyllum uvidulum,Shelley Leek Orchid,Critically Endangered,Plantae,Liliopsida,0,0,0,0,0,0,1,0,Plants
Prasophyllum validum,"Sturdy Leek-orchid, Mount Remarkable Leek-orchid",Vulnerable,Plantae,Liliopsida,0,0,0,0,1,0,1,0,Plants
Prasophyllum wallum,Wallum Leek-orchid,Vulnerable,Plantae,Liliopsida,0,0,0,1,0,0,0,0,Plants
Pristis clavata,"Dwarf Sawfish, Queensland Sawfish",Vulnerable,Animalia,Chondrichthyes,0,0,1,1,0,0,0,1,Fish
Pristis pristis,"Largetooth Sawfish, Freshwater Sawfish, River Sawfish, Leichhardt's Sawfish, Northern Sawfish",Endangered,Animalia,Chondrichthyes,0,0,1,1,0,0,0,1,Fish
Pristis zijsron,"Green Sawfish, Dindagubba, Narrowsnout Sawfish",Vulnerable,Animalia,Chondrichthyes,0,1,1,1,0,0,0,1,Fish
Probosciger aterrimus macgillivrayi,Palm Cockatoo (Australian),Vulnerable,Animalia,Aves,0,0,0,1,0,0,0,0,Birds
Promethis sterrha,a beetle,Critically Endangered,Animalia,Insecta,0,1,0,0,0,0,0,0,Invertebrates
Prostanthera albohirta,-,Critically Endangered,Plantae,Magnoliopsida,0,0,0,1,0,0,0,0,Plants
Prostanthera askania,"Tranquillity Mintbush, Tranquility Mintbush",Endangered,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Prostanthera calycina,"West Coast Mintbush, Limestone Mintbush, Red Mintbush",Vulnerable,Plantae,Magnoliopsida,0,0,0,0,1,0,0,0,Plants
Prostanthera cineolifera,-,Vulnerable,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Prostanthera clotteniana,-,Critically Endangered,Plantae,Magnoliopsida,0,0,0,1,0,0,0,0,Plants
Prostanthera cryptandroides subsp. cryptandroides,Wollemi Mint-bush,Vulnerable,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Prostanthera densa,Villous Mintbush,Vulnerable,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Prostanthera discolor,-,Vulnerable,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Prostanthera eurybioides,Monarto Mintbush,Endangered,Plantae,Magnoliopsida,0,0,0,0,1,0,0,0,Plants
Prostanthera galbraithiae,Wellington Mintbush,Vulnerable,Plantae,Magnoliopsida,0,0,0,0,0,0,1,0,Plants
Prostanthera gilesii,-,Critically Endangered,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Prostanthera junonis,Somersby Mintbush,Endangered,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Prostanthera marifolia,Seaforth Mintbush,Critically Endangered,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Prostanthera nudula,Mount Illbilie Mintbush,Vulnerable,Plantae,Magnoliopsida,0,0,0,0,1,0,0,0,Plants
Prostanthera palustris,Swamp Mint-bush,Critically Endangered,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Prostanthera schultzii,-,Vulnerable,Plantae,Magnoliopsida,0,0,1,0,0,0,0,0,Plants
Prostanthera sp. Dunmore (D.M.Gordon 8A),-,Vulnerable,Plantae,Magnoliopsida,0,0,0,1,0,0,0,0,Plants
Prostanthera sp. Rowleys Creek (L.M.Copeland 4288),-,Critically Endangered,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Prostanthera spathulata,-,Vulnerable,Plantae,Magnoliopsida,0,0,0,1,0,0,0,0,Plants
Prostanthera staurophylla,a mint-bush,Critically Endangered,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Prostanthera stricta,Mount Vincent Mintbush,Vulnerable,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Prostanthera tallowa,-,Endangered,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Prototroctes maraena,Australian Grayling,Vulnerable,Animalia,Actinopterygii,0,1,0,0,1,1,1,0,Fish
Psephotus chrysopterygius,"Golden-shouldered Parrot, Alwal, Thaku, Arrmorral, Minpin",Endangered,Animalia,Aves,0,0,0,1,0,0,0,0,Birds
Pseudemoia cryodroma,"Alpine Bog Skink, Alpine Bog-skink",Endangered,Animalia,Reptilia,0,1,0,0,0,0,1,0,Reptiles
Pseudemoia rawlinsoni,"Glossy Grass Skink, Swampland Cool-skink, Rawlinson's Window-eyed Skink",Vulnerable,Animalia,Reptilia,1,1,0,0,1,1,1,0,Reptiles
Pseudemydura umbrina,Western Swamp Tortoise,Critically Endangered,Animalia,Reptilia,0,0,0,0,0,0,0,1,Reptiles
Pseudocephalozia paludicola,Alpine Leafy Liverwort,Vulnerable,Plantae,Bryopsida,0,0,0,0,0,1,1,0,Plants
Pseudocharopa ledgbirdi,Mount Lidgbird Charopid Land Snail,Critically Endangered,Animalia,Gastropoda,0,1,0,0,0,0,0,0,Invertebrates
Pseudocharopa whiteleggei,Whitelegge's Land Snail,Critically Endangered,Animalia,Gastropoda,0,1,0,0,0,0,0,0,Invertebrates
Pseudocheirus occidentalis,"Western Ringtail Possum, Ngwayir, Womp, Woder, Ngoor, Ngoolangit",Critically Endangered,Animalia,Mammalia,0,0,0,0,0,0,0,1,Mammals
Pseudococcus markharveyi,Banksia montana mealybug,Critically Endangered,Animalia,Insecta,0,0,0,0,0,0,0,1,Invertebrates
Pseudomugil mellis,"Honey Blue Eye, Honey Blue-eye",Endangered,Animalia,Actinopterygii,0,0,0,1,0,0,0,0,Fish
Pseudomys australis,"Plains Rat, Palyoora, Plains Mouse",Vulnerable,Animalia,Mammalia,0,1,1,1,1,0,0,1,Mammals
Pseudomys fieldi,"Shark Bay Mouse, Djoongari, Alice Springs Mouse",Vulnerable,Animalia,Mammalia,0,0,1,0,1,0,0,1,Mammals
Pseudomys fumeus,"Smoky Mouse, Konoom",Endangered,Animalia,Mammalia,1,1,0,0,1,0,1,0,Mammals
Pseudomys novaehollandiae,"New Holland Mouse, Pookila",Vulnerable,Animalia,Mammalia,1,1,0,1,0,1,1,0,Mammals
Pseudomys oralis,"Hastings River Mouse, Koontoo",Endangered,Animalia,Mammalia,0,1,0,1,0,0,0,0,Mammals
Pseudomys pilligaensis,"Pilliga Mouse, Poolkoo",Vulnerable,Animalia,Mammalia,0,1,0,0,0,0,0,0,Mammals
Pseudomys shortridgei,"Heath Mouse, Dayang, Heath Rat",Endangered,Animalia,Mammalia,0,0,0,0,1,0,1,1,Mammals
Pseudophryne corroboree,Southern Corroboree Frog,Critically Endangered,Animalia,Amphibia,0,1,0,0,0,0,0,0,Frogs
Pseudophryne covacevichae,Magnificent Brood Frog,Vulnerable,Animalia,Amphibia,0,0,0,1,0,0,0,0,Frogs
Pseudophryne pengilleyi,Northern Corroboree Frog,Critically Endangered,Animalia,Amphibia,1,1,0,0,0,0,0,0,Frogs
Psophodes leucogaster leucogaster,Mallee Whipbird,Endangered,Animalia,Aves,0,0,0,0,1,0,1,0,Birds
Psophodes nigrogularis lashmari,Western Whipbird (Kangaroo Island),Endangered,Animalia,Aves,0,0,0,0,1,0,0,0,Birds
Psophodes nigrogularis nigrogularis,Western Heath Whipbird,Endangered,Animalia,Aves,0,0,0,0,0,0,0,1,Birds
Pteris kingiana,King's Brakefern,Endangered,Plantae,Polypodiatae,0,0,0,0,0,0,0,0,Plants
Pteris zahlbruckneriana,Netted Brakefern,Endangered,Plantae,Polypodiatae,0,0,0,0,0,0,0,0,Plants
Pterodroma heraldica,Herald Petrel,Critically Endangered,Animalia,Aves,0,0,0,1,0,0,0,0,Birds
Pterodroma leucoptera leucoptera,"Gould's Petrel, Australian Gould's Petrel",Endangered,Animalia,Aves,0,1,0,1,1,1,1,0,Birds
Pterodroma mollis,Soft-plumaged Petrel,Vulnerable,Animalia,Aves,0,0,0,0,1,1,1,1,Birds
Pterodroma neglecta neglecta,Kermadec Petrel (western),Vulnerable,Animalia,Aves,0,1,0,1,0,0,0,0,Birds
Pteropus conspicillatus,Spectacled Flying-fox,Endangered,Animalia,Mammalia,0,0,0,1,0,0,0,0,Mammals
Pteropus natalis,"Christmas Island Flying-fox, Christmas Island Fruit-bat",Critically Endangered,Animalia,Mammalia,0,0,0,0,0,0,0,0,Mammals
Pteropus poliocephalus,Grey-headed Flying-fox,Vulnerable,Animalia,Mammalia,1,1,0,1,1,0,1,0,Mammals
Pterostylis arenicola,Sandhill Greenhood Orchid,Vulnerable,Plantae,Liliopsida,0,0,0,0,1,0,0,0,Plants
Pterostylis basaltica,Basalt Greenhood,Endangered,Plantae,Liliopsida,0,0,0,0,0,0,1,0,Plants
Pterostylis bicornis,-,Vulnerable,Plantae,Liliopsida,0,1,0,1,0,0,0,0,Plants
Pterostylis bryophila,Hindmarsh Valley Greenhood,Critically Endangered,Plantae,Liliopsida,0,0,0,0,1,0,0,0,Plants
Pterostylis cheraphila,Floodplain Rustyhood,Vulnerable,Plantae,Liliopsida,0,0,0,0,0,0,1,0,Plants
Pterostylis chlorogramma,Green-striped Greenhood,Vulnerable,Plantae,Liliopsida,0,0,0,0,1,0,1,0,Plants
Pterostylis commutata,Midland Greenhood,Critically Endangered,Plantae,Liliopsida,0,0,0,0,0,1,0,0,Plants
Pterostylis cucullata,Leafy Greenhood,Vulnerable,Plantae,Liliopsida,0,0,0,0,1,1,1,0,Plants
Pterostylis despectans,Lowly Greenhood,Endangered,Plantae,Liliopsida,0,1,0,0,1,0,1,0,Plants
Pterostylis gibbosa,"Illawarra Greenhood, Rufa Greenhood, Pouched Greenhood",Endangered,Plantae,Liliopsida,0,1,0,0,0,0,0,0,Plants
Pterostylis lepida,Halbury Greenhood,Endangered,Plantae,Liliopsida,0,0,0,0,1,0,0,0,Plants
Pterostylis metcalfei,Metcalfe's Greenhood,Endangered,Plantae,Liliopsida,0,1,0,0,0,0,0,0,Plants
Pterostylis mirabilis,Nodding Rufoushood,Vulnerable,Plantae,Liliopsida,0,0,0,0,1,0,0,0,Plants
Pterostylis oreophila,"Blue-tongued Orchid, Kiandra Greenhood",Critically Endangered,Plantae,Liliopsida,1,1,0,0,0,0,1,0,Plants
Pterostylis pratensis,Liawenee Greenhood,Vulnerable,Plantae,Liliopsida,0,0,0,0,0,1,0,0,Plants
Pterostylis psammophila,Two-bristle Greenhood,Critically Endangered,Plantae,Liliopsida,0,0,0,0,1,0,0,0,Plants
Pterostylis pulchella,Pretty Greenhood,Vulnerable,Plantae,Liliopsida,0,1,0,0,0,0,0,0,Plants
Pterostylis rubenachii,Arthur River Greenhood,Endangered,Plantae,Liliopsida,0,0,0,0,0,1,0,0,Plants
Pterostylis saxicola,Sydney Plains Greenhood,Endangered,Plantae,Liliopsida,0,1,0,0,0,0,0,0,Plants
Pterostylis sinuata,"Northampton Midget Greenhood, Western Swan Greenhood",Endangered,Plantae,Liliopsida,0,0,0,0,0,0,0,1,Plants
Pterostylis sp. Botany Bay (A.Bishop J221/1-13),"Botany Bay Bearded Greenhood, Botany Bay Bearded Orchid",Endangered,Plantae,Liliopsida,0,1,0,0,0,0,0,0,Plants
Pterostylis sp. Hale (R.Bates 21725),Hale Dwarf Greenhood,Endangered,Plantae,Liliopsida,0,0,0,0,1,0,0,0,Plants
Pterostylis tenuissima,"Swamp Greenhood, Dainty Swamp Orchid",Vulnerable,Plantae,Liliopsida,0,0,0,0,1,0,1,0,Plants
Pterostylis valida,Robust Greenhood,Critically Endangered,Plantae,Liliopsida,0,0,0,0,0,0,1,0,Plants
Pterostylis vernalis,Halbury Rustyhood,Critically Endangered,Plantae,Liliopsida,0,1,0,0,0,0,0,0,Plants
Pterostylis wapstrarum,Fleshy Greenhood,Critically Endangered,Plantae,Liliopsida,0,0,0,0,0,1,0,0,Plants
Pterostylis X aenigma,Enigmatic Greenhood,Endangered,Plantae,Liliopsida,0,0,0,0,0,0,1,0,Plants
Pterostylis xerophila,Desert Greenhood,Vulnerable,Plantae,Liliopsida,0,0,0,0,1,0,1,0,Plants
Pterostylis ziegeleri,"Grassland Greenhood, Cape Portland Greenhood",Vulnerable,Plantae,Liliopsida,0,0,0,0,0,1,0,0,Plants
Ptilotus beckerianus,Ironstone Mulla Mulla,Vulnerable,Plantae,Magnoliopsida,0,0,0,0,1,0,0,0,Plants
Ptilotus brachyanthus,-,Endangered,Plantae,Magnoliopsida,0,0,0,1,0,0,0,0,Plants
Ptilotus pyramidatus,Pyramid Mulla-mulla,Critically Endangered,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Ptilotus uncinellus,-,Endangered,Plantae,Magnoliopsida,0,0,0,1,0,0,0,0,Plants
Ptychosema pusillum,Dwarf Pea,Vulnerable,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Pultenaea aculeata,-,Endangered,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Pultenaea aristata,-,Vulnerable,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Pultenaea baeuerlenii,Budawangs Bush-pea,Endangered,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Pultenaea elusa,Elusive Bush-pea,Endangered,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Pultenaea glabra,"Smooth Bush-pea, Swamp Bush-pea",Vulnerable,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Pultenaea insularis,Beyeria Bush-pea,Critically Endangered,Plantae,Magnoliopsida,0,0,0,0,1,0,0,0,Plants
Pultenaea parrisiae,-,Vulnerable,Plantae,Magnoliopsida,0,1,0,0,0,0,1,0,Plants
Pultenaea parviflora,-,Vulnerable,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Pultenaea pauciflora,Narrogin Pea,Vulnerable,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Pultenaea setulosa,-,Vulnerable,Plantae,Magnoliopsida,0,0,0,1,0,0,0,0,Plants
Pultenaea sp. Genowlan Point (NSW 417813),"Genowlan Point Pultenaea, Genowlan Pultenaea",Critically Endangered,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Pultenaea trichophylla,Tufted Bush-pea,Endangered,Plantae,Magnoliopsida,0,0,0,0,1,0,0,0,Plants
Pultenaea villifera var. glabrescens,"Yellow Bush-pea, Splendid Bush-pea",Vulnerable,Plantae,Magnoliopsida,0,0,0,0,1,0,0,0,Plants
Pultenaea williamsoniana,Williamsons Bush-pea,Vulnerable,Plantae,Magnoliopsida,0,0,0,0,0,0,1,0,Plants
Pycnoptilus floccosus,Pilotbird,Vulnerable,Animalia,Aves,1,1,0,0,0,0,1,0,Birds
Quintalia stoddartii,Stoddart's Helicarionid Land Snail,Critically Endangered,Animalia,Gastropoda,0,0,0,0,0,0,0,0,Invertebrates
Ramphotyphlops exocoeti,"Christmas Island Blind Snake, Christmas Island Pink Blind Snake",Vulnerable,Animalia,Reptilia,0,0,0,0,0,0,0,0,Reptiles
Randia moorei,Spiny Gardenia,Endangered,Plantae,Magnoliopsida,0,1,0,1,0,0,0,0,Plants
Ranunculus anemoneus,Anemone Buttercup,Vulnerable,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Ranunculus prasinus,"Midlands Buttercup, Tunbridge Buttercup",Endangered,Plantae,Magnoliopsida,0,0,0,0,0,1,0,0,Plants
Reedia spathacea,Reedia,Critically Endangered,Plantae,Liliopsida,0,0,0,0,0,0,0,1,Plants
Rhagodia acicularis,Wongan Rhagodia,Vulnerable,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Rhaphidospora bonneyana,-,Vulnerable,Plantae,Magnoliopsida,0,1,0,1,0,0,0,0,Plants
Rhaponticum australe,"Austral Cornflower, Native Thistle",Vulnerable,Plantae,Magnoliopsida,0,1,0,1,0,0,1,0,Plants
Rheodytes leukops,"Fitzroy River Turtle, Fitzroy Tortoise, Fitzroy Turtle, White-eyed River Diver",Endangered,Animalia,Reptilia,0,0,0,1,0,0,0,0,Reptiles
Rhincodon typus,Whale Shark,Vulnerable,Animalia,Chondrichthyes,0,1,1,1,0,1,1,1,Fish
